,fluxes
4HGLSD,0.0
4HPROOR,0.0
4HTHRS,0.0
4HXPUHBT,0.0
4HYBUT,0.0
4MBZDH,0.0
4NIPHOM,0.0
4PCP,0.0
4SBZADH,0.0
5OP3TCCL,0.0
6ADOFUT,0.0
6PHBG,0.0
AAAHYD,0.0
AACOATi,0.0
AAMYLe,0.0
AATA,0.0
AATC,0.0
ABPYRATA,0.0
ABTA,0.0
ABTDG,0.0
ABUTD,0.0
ACACT1r,0.0
ACACT2r,0.0
ACACT3r,0.0
ACACT4r,0.0
ACACT5r,0.0
ACACT6r,0.0
ACACT7r,0.0
ACACT8r,0.0
ACBIPGT,5.5990644515461925e-06
ACCAHh,0.0
ACCOAC,0.0
ACCOAC_1,0.6210871945194247
ACCS,0.0
ACETDH,0.0
ACGAMK,0.0
ACGK,0.0
ACGS,0.0
ACHBS,0.07195600556138468
ACITRULD,0.0
ACKr,0.0
ACLS,0.3206010369696412
ACM6PH,0.0
ACNMS,0.0
ACOAD1f,0.0
ACOAD2f,0.0
ACOAD3f,0.0
ACOAD4f,0.0
ACOAD5f,0.0
ACOAD6f,0.0
ACOAD7f,0.0
ACOAD8f,0.0
ACOAD9,0.0
ACOADH1,0.0
ACOATA,0.0
ACODA,0.0
ACON6LAT,0.0
ACONMT,0.0
ACONTa,0.4677130761152636
ACONTb,0.4677130761152636
ACOTA,0.0
ACPS1,0.0
ACPSact,0.0
ACPScda,0.0
ACPSpdscpk,0.0
ACPSredL,0.0
ACPSredN,0.0
ACPSredQ,0.0
ACPpds,0.0
ACPpdsact,0.0
ACPpdscda,0.0
ACPpdsredL,0.0
ACPpdsredN,0.0
ACPpdsredQ,0.0
ACS,0.0
ACS2,0.0
ACTCOALIG,0.07349405257058525
ACTS15,0.0
ADA,0.0
ADCL,0.015237360078298425
ADCPS1,0.0
ADCPS2,5.5990644515461925e-06
ADCS,0.015237360078298425
ADCYRS,5.5990644515461925e-06
ADK1,0.0
ADK2,0.0
ADK3,0.0
ADK4,0.0
ADNCYC,0.0
ADNK1,0.013995784336758443
ADOCBIK,0.0
ADOCBLS,5.5990644515461925e-06
ADOXFUTS,0.0
ADPRDP,0.0
ADPT,0.028908729223867696
ADPT2,0.0
ADSK,0.06990213670853368
ADSL1r,0.11127069997356576
ADSL2r,0.23700864090086451
ADSS,0.11127069997356576
AGDC,0.0
AGM4PCP,0.0
AGMDA,0.0
AGMT,0.0
AGPAT120,0.0
AGPAT140,0.0007414414399420161
AGPAT141,0.0
AGPAT150,0.0004622931687287869
AGPAT160,0.00847562092252442
AGPAT161,0.0021770611204671945
AGPAT170,0.0
AGPAT180,0.0
AGPAT181,0.0
AGPATai150,0.00801185077881567
AGPATai170,0.007363458762611397
AGPATi140,0.0016202415530207005
AGPATi150,0.004631055049677672
AGPATi160,0.009400945747471976
AGPATi170,0.0034258434660269046
AGPATi180,0.0
AGPR,0.0
AHCi,0.014001383401209988
AHMMPS_3,1.6656585336545988e-05
AHOPS,0.0
AHSERL2,0.06990213670853368
AICART,0.2668139959965416
AIRCr,0.23700864090086451
AKGDH,0.0
AKP1,0.0
ALAALAD,0.0
ALAALAr,0.08858305139833138
ALAD_L,4.98432183082976
ALAR,0.15386534551274794
ALATA_D2,0.0
ALATA_L,-5.411258326919988
ALATA_L2,0.0
ALATRS,0.0
ALBFLOLR,0.0
ALBFLOLS,0.0
ALBFLONR,0.0
ALBFLONS,0.0
ALCD19,6.9010832534392765
ALCD19y,0.0
ALCD2s,0.0
ALCD2x,0.0
ALCD2y,0.0
ALDD1,0.0
ALDD19xr,0.0
ALDD2x,0.0
ALDH,0.0
ALLTAMH2,0.0
ALLTN,0.0
ALPHNH,0.0
AM4PCP,0.0
AMALT1,0.0
AMALT2,0.0
AMALT3,0.0
AMALT4,0.0
AMAOTr,1.2174704759844697e-05
AMBACS,0.0
AMID,0.0
AMID3,0.0
AMID5,0.0
AMMQLT9,0.010112109200324727
AMMQT9,0.0
AMPTASECG,0.0
AMPTASEPG,0.0
ANPRT,0.019230214239133563
ANS,0.0
ANTDIOx,0.0
ANTDIOy,0.0
AOXSr2,1.2174704759844697e-05
APAT2r,0.0
APATT,0.0
APATc,0.0
APATr,0.0
APCS,0.0
APH120,0.0
APH140,0.0
APH141,0.0
APH150,0.0
APH160,0.0
APH161,0.0
APH170,0.0
APH180,0.0
APH181,0.0
APHai150,0.0
APHai170,0.0
APHi140,0.0
APHi150,0.0
APHi160,0.0
APHi170,0.0
APHi180,0.0
APRAUR,0.004772569044222972
ARAT,0.0
ARGDr,0.0
ARGSL,0.10629050443312188
ARGSS,0.10629050443312188
ARGTRS,0.0
ASAD,-0.2806004321273448
ASCISOs,0.0
ASP1DC,0.002279489335327567
ASPCT,0.2154736643645035
ASPK,0.2806004321273448
ASPO,0.00044933049781713133
ASPO1,0.0
ASPO3,0.0
ASPO5,0.0
ASPO6,0.0
ASPO6_2,0.0
ASPT,0.0
ASPTA,-1.0581835239730775
ASPTRS,0.0
ASR,0.0
ATAH,0.0
ATNS_nh4,0.019230214239133563
ATPPRT,0.02980535509567706
BACCL,0.0
BACCL2,0.0
BCOADH,0.0
BCOATA,0.02694909299941103
BDH,0.0
BETALDHx,0.0
BETALDHy,0.0
BFBP,0.0
BGLA,0.0
BMMCOAL,0.0
BMOCOS,0.0
BMOGDS1,0.0
BMOGDS2,0.0
BPNT,0.06990213670853368
BSUZCOAD,0.0
BTNC,0.6210871945194247
BTS5,1.2174704759844697e-05
BUPN,0.0
BUTCOAL,0.0
BWCOGDS1,0.0
BWCOGDS2,0.0
BWCOS,0.0
BZDH,0.0
C7AHXDH,0.0
CADHX,0.0
CARBMODH,1.6656585336545988e-05
CARNMOx,0.0
CARNMOy,0.0
CARNOX,0.0
CAT,0.0
CBIAT,0.0
CBLAT,0.0
CBPS,0.0
CCCR,0.0
CDAS17,0.0
CDAS3,0.0
CDAS5x,0.0
CDAS5y,0.0
CDAS6,0.0
CDAS7,0.0
CDAS9x,0.0
CDAS9y,0.0
CDPMEK,0.20294309503752386
CHO43OR,0.0
CHOLD,0.0
CHOLD2,0.0
CHOLOX,0.0
CHORDH,0.0
CHORM,0.0592138137823007
CHORS,0.11390560650038213
CIGAMS,0.003586316797600018
CINNDOX,0.0
CITCIa2,0.05582697279456986
CITCIb,0.05582697279456986
CITL,0.0
CITMS,0.05582697279456986
CLADHAL,0.0
CLPNS120,0.0
CLPNS140,-7.237177401824459e-05
CLPNS141,0.0
CLPNS150,-4.5047736888907347e-05
CLPNS160,-0.0008241520388200099
CLPNS161,-0.00021194590962485916
CLPNS170,0.0
CLPNS180,0.0
CLPNS181,0.0
CLPNSII120,0.0
CLPNSII140,0.00014474354803648918
CLPNSII141,0.0
CLPNSII150,9.009547377781469e-05
CLPNSII160,0.0016483040776400198
CLPNSII161,0.00042389181924971833
CLPNSII170,0.0
CLPNSII180,0.0
CLPNSII181,0.0
CLPNSIIai150,0.001558208603862205
CLPNSIIai170,0.0014326657305652503
CLPNSIIi140,0.00031459567073236936
CLPNSIIi150,0.000900954737778147
CLPNSIIi160,0.001828495025195649
CLPNSIIi170,0.0006661157159638431
CLPNSIIi180,0.0
CLPNSai150,-0.0007791043019311025
CLPNSai170,-0.0007163328652826251
CLPNSi140,-0.00015729783536618468
CLPNSi150,-0.0004504773688890735
CLPNSi160,-0.0009142475125978245
CLPNSi170,-0.00033305785798192156
CLPNSi180,0.0
CMCMSAD,0.0
CMLDC,0.0
CMPA,0.0
COCHL,5.5990644515461925e-06
CPC6R,0.0
CPC8MM,0.0
CPMPS,2.1533556720387694e-05
CPPPGO2,9.383295896461404e-05
CREATDA,0.0
CS,0.4677130761152636
CSND,0.0
CTECOAI6,0.0
CTECOAI7,0.0
CTECOAI8,0.0
CTPGNAC,0.0
CTPS1,0.15271182805339586
CTPS2,0.0
CUMALDH,0.0
CYANST,0.0
CYCHEXDH,0.0
CYCHEXMO,0.0
CYCHEX_2,0.0
CYCOADH,0.0
CYO1ab,0.0
CYO2b,58.7526423410045
CYRDAAT,5.5990644515461925e-06
CYRDAS,0.0
CYSBLY,0.0
CYSDS,0.0
CYSS,0.0
CYSTGL,0.01612903276681482
CYSTL,0.0
CYSTRS,0.0
CYSTS,0.01612903276681482
CYT5MONP,0.0
CYTD,0.0
CYTDK1,0.0
CYTDK2,0.0
CYTK1,0.4251746584228535
CYTK2,0.0
D5KGK,0.0
DABAACT,0.0
DABAAT,0.0
DADA,0.0
DADK,0.0
DAPDC,0.04247853891125967
DAPE,0.13106159030959105
DARGO,0.0
DASYN120,0.0
DASYN140,0.0004224148442697542
DASYN141,0.0
DASYN150,0.0002636400339236053
DASYN160,0.004828969696992871
DASYN161,0.0012406589831699074
DASYN170,0.0
DASYN180,0.0
DASYN181,0.0
DASYNai150,0.0045645911755792835
DASYNai170,0.004195347430588241
DASYNi140,0.0009223708749876276
DASYNi150,0.0026386158017059993
DASYNi160,0.005356249764840082
DASYNi170,0.0019518224360226576
DASYNi180,0.0
DB4PS,0.009545138088445943
DBTS,1.2174704759844697e-05
DCH,0.0
DCPEPFU,0.0
DCTPD,0.0
DCTPD2,0.0
DCYCHEX,0.0
DCYTD,0.0
DDALLO,0.0
DDGALK,0.0
DDGLK,0.0
DDPA,0.11390560650038213
DDPGA,0.0
DGI,0.0
DGK1,0.0
DGLYHRED,0.0
DHACOAH,0.0
DHAD1,0.3206010369696412
DHAD2,0.07195600556138468
DHAPT,0.0
DHDPRy,0.13106159030959105
DHDPS,0.13106159030959105
DHFS,0.015237360078298425
DHICONF,0.0
DHNANT4,0.020224218400649453
DHNAS,0.0
DHNPA2r,0.015237360078298425
DHNPTE,0.0
DHORD4,0.0
DHORD5,0.2154736643645035
DHORTS,-0.2154736643645035
DHPD,0.0
DHPPDA2,0.004772569044222972
DHPS,0.015237360078298425
DHPS2,0.0
DHQS,0.11390560650038213
DHQTi,0.11390560650038213
DHYDTHYM,0.0
DIFRNLY,0.0
DIOP5OR,0.0
DMATT,0.022176365032680213
DMETMO,0.0
DMPPS,0.0
DNADDP,0.0
DORNO,0.0
DPCOAK,0.002279489335327567
DPCOX,0.0
DPMSYN,0.0
DPROLORED,0.0
DRBK,0.0
DRIB2FUR,0.0
DRIBPA,0.0
DRPA,0.0
DTARTD,0.0
DTDPG4E,0.0
DTMPK,0.015803632285616674
DURIPP,0.0
DUTPDP,0.015803632285616674
DX5PGLYCPL,0.0
DXFUTOR,0.0
DXPRIi,0.20294309503752386
DXPS,0.2029597516228604
DXYLK,0.0
E4PD,0.0
EAR100x,0.0
EAR100y,0.02177504212961184
EAR110x,0.0010922229976834258
EAR110y,0.0
EAR120x,0.02177504212961184
EAR120y,0.0
EAR121x,0.005142826880235259
EAR121y,0.0
EAR130x,0.0010922229976834258
EAR130y,0.0
EAR140x,0.02177504212961184
EAR140y,0.0
EAR141x,0.005142826880235259
EAR141y,0.0
EAR150x,0.0010922229976835078
EAR150y,0.0
EAR160x,0.020023349803374325
EAR160y,0.0
EAR161x,0.005142826880235259
EAR161y,0.0
EAR170x,0.0
EAR170y,0.0
EAR180x,0.0
EAR180y,0.0
EAR181x,0.0
EAR181y,0.0
EAR40x,0.0
EAR40y,0.0
EAR50x,0.0010922229976834258
EAR50y,0.0
EAR60x,0.0
EAR60y,0.02694909299941103
EAR70x,0.0
EAR70y,0.0010922229976834258
EAR80x,0.02694909299941103
EAR80y,0.0
EAR90x,0.0010922229976834258
EAR90y,0.0
EARai110x,0.03632398416974894
EARai110y,0.0
EARai130x,0.03632398416974894
EARai130y,0.0
EARai150x,0.03632398416974894
EARai150y,0.0
EARai170x,0.01739581131401806
EARai170y,0.0
EARai70x,0.03632398416974894
EARai70y,0.0
EARai90x,0.03632398416974894
EARai90y,0.0
EARi100x,0.026037591921788446
EARi100y,0.0
EARi110x,0.01903451505428831
EARi110y,0.0
EARi120x,0.026037591921788446
EARi120y,0.0
EARi130x,0.01903451505428831
EARi130y,0.0
EARi140x,0.026037591921788446
EARi140y,0.0
EARi150x,0.01903451505428831
EARi150y,0.0
EARi160x,0.0222092727737213
EARi160y,0.0
EARi170x,0.008093822890203682
EARi170y,0.0
EARi180x,0.0
EARi180y,0.0
EARi60x,0.0
EARi60y,0.026037591921788446
EARi70x,0.0
EARi70y,0.01903451505428831
EARi80x,0.026037591921788446
EARi80y,0.0
EARi90x,0.01903451505428831
EARi90y,0.0
ECOAH1,0.0
ECOAH12,0.0
ECOAH2,0.0
ECOAH3,0.0
ECOAH4,0.0
ECOAH5,0.0
ECOAH6,0.0
ECOAH7,0.0
ECOAH8,0.0
ECOAH9ir,0.0
ECTH,0.0
ECTS,0.0
EDA,0.0
EGMEACPR,1.2174704759844697e-05
EHGLAT,0.0
EIZOO,0.0
EMCCCM,0.0
EME,0.0
EN6LNOR,0.0
ENO,4.439611204845079
EPIZSYN,0.0
EPMEACPR,1.2174704759844697e-05
ERTHMMOR,-0.05582697279456986
FACOAE100,0.0
FACOAE120,0.0
FACOAE140,0.0
FACOAE141,0.0
FACOAE160,0.0
FACOAE161,0.0
FACOAE180,0.0
FACOAE181,0.0
FACOAE60,0.0
FACOAE80,0.0
FACOAL100,0.0
FACOAL120,0.0
FACOAL140,0.0
FACOAL141,0.0
FACOAL160,0.0
FACOAL161,0.0
FACOAL180,0.0
FACOAL181,0.0
FACOAL60,0.0
FACOAL80,0.0
FADRx2,0.0
FALDH2,0.0
FALDH3,0.0
FANH,0.0
FARNDPPS,0.0
FBA,0.0
FBA2,6.9010832534392765
FBA3,0.0
FBA_1,0.0
FBP,0.0
FCLPA,0.0
FCLT,9.383295896461404e-05
FEROXCYC,0.0
FEROXG1S,0.0
FKYNH,0.0
FLVR,0.0
FMETTRS,0.0
FMNAT,0.00011639301329607683
FMNRx,0.0
FMNRx2,0.0158193545365809
FORGLUIH,0.0
FRD8,0.0
FRTT,0.020224218400649453
FRU6PE4P,0.0
FRUK,0.0
FTHFCL_1,0.0
FTHFD,0.0
FUM,0.43735293820048726
FUMAC,0.0
FUMAH,0.0
FUTH,0.0
G1Dx,0.0
G1PACT,0.2578822685104619
G1SAT,0.0
G3PD,0.0
G3PD2,6.654422523885339
G3PD5,0.0
G3PD6,0.0
G5SAT,0.0
G5SD,0.23045831402373015
G6PBDH,0.0
G6PDA,0.0
G6PDH1b,-2.8389268813954516
G6PDH2r,2.8389268813954516
G6PI,0.371630758104913
GABTA,0.0
GADECARB,0.0
GALKr,0.0
GALM1,0.0
GALM2,0.0
GALT,-1.3847136533859972
GALUi,0.0
GAPD,13.10240371671702
GARFT,0.23702529748620105
GCCc,0.0
GCGBGE,0.0
GCGUAIDH,0.0
GCL,0.0
GDPDPK,0.0
GDPTPDP,0.0
GEOSMS,0.0
GERDH,0.0
GF4GL_0,0.0
GF4GL_1,0.0
GF6PTA,0.2578822685104619
GGGABADH,0.0
GGHCSH,0.0
GGLACOX,0.0
GGLUPUT,0.0
GGTT,0.020224218400649453
GHMT2r,8.550115840127338
GK1i,0.15554889508742736
GK2i,0.0
GLBRAN2,0.0
GLCATr,0.0
GLCP,0.0
GLCP2,0.0
GLDBRAN2,0.0
GLNS,0.8114359237725346
GLNTRS,0.0
GLU5K,0.23045831402373015
GLUAAT,0.0
GLUDC,0.0
GLUDxi,0.0
GLUDyi,0.0
GLUKB,0.0
GLUN,0.0
GLUPRT,0.23702529748620105
GLUR,0.0
GLUSx,0.0
GLUSy,0.0
GLUTCOADHc,0.0
GLUTPAT,0.0
GLUTRR,0.0
GLUTRS,0.0
GLXCL,0.0
GLYALDDr,0.0
GLYAT,0.0
GLYCDx,0.0
GLYCK,0.0
GLYCK2,0.0
GLYCL,-7.949119404106431
GLYCTD,0.0
GLYCTO1,1.2174704759844697e-05
GLYCTO2,0.0
GLYCTO3,0.0
GLYDHD,0.0
GLYK,6.896579218237876
GLYO1,0.0
GLYOX,0.0
GLYTRS,0.0
GMAND,0.0
GMGGDCAP,0.0
GMPS,0.0
GMPS2,0.0
GND,0.0
GND2,0.0
GNK,0.0
GPDDA1,0.0
GPDDA1e,0.0
GPDDA2,0.0
GPDDA2e,0.0
GPDDA3,0.0
GPDDA3e,0.0
GPDDA4,0.0
GPDDA4e,0.0
GPDDA5,0.0
GPDDA5e,0.0
GRMCRDS,0.0
GRMCROS,0.0
GRTT,0.022176365032680213
GSMNSYN,0.0
GTHPi,0.0
GTHRDH,0.0
GTPCI,0.015237360078298425
GTPCII2,0.004772569044222972
GTPCIII2,0.0
GTPDPDP,0.0
GTPDPK,0.0
GUACYC,0.0
GUAPRT,0.1555432960229758
GUDBUTNAH,0.0
GUL14LACDH,0.0
GUL5DH,0.0
HACD1,0.0
HACD2,0.0
HACD3,0.0
HACD4,0.0
HACD5,0.0
HACD6,0.0
HACD7,0.0
HACD8,0.0
HACD9,0.0
HADPCOADH3,0.0
HBADAS,5.5990644515461925e-06
HBCOA3E,0.0
HBCO_nadp,0.0
HBZOPT,0.0
HCO3E,0.6210871945194247
HCSUCT,0.0
HCYSMT,0.0
HDXSQLS,0.0
HEMEAS,6.856044008244704e-05
HEMEOS,6.856044008244704e-05
HEPTT,0.020224218400649453
HERCOX,0.0
HEX1,0.0
HEX7,1.034193487476223
HEXHYD,0.0
HEXTT,0.020224218400649453
HGNTOR,0.0
HISNH4L,0.0
HISTD,0.02980535509567706
HISTDa,0.0
HISTDb,0.0
HISTP,0.02980535509567706
HISTRS,0.0
HKYNH,0.0
HMBS,0.0020155855136726832
HMGL,0.0
HMPK1,0.0
HMPK2,0.0
HMPK3,0.0
HMPK4,0.0
HMSD,0.0
HOPNTAL3,0.0
HOXPR2,0.0
HPHL,0.0
HPPK2,0.0
HPROb,0.0
HPYRI,0.0
HPYRRx,0.0
HPYRRy,0.0
HSDxi,0.0
HSDy,-0.14953884181775373
HSK,0.07963670510922007
HSTPT,0.02980535509567706
HURH,0.0
HXAND,0.0
HXPRT,0.0
I3PYRMO,0.0
IACGAMS2,0.003586316797600018
IBCOAQ9R,0.0
IBCOATA,0.026037591921788446
IBTMr,0.02694909299941103
ICDHyr,0.4677130761152636
ICL,0.0
ICYSDS,5.972369877732138e-05
IDPS2,0.10836184073057327
IG3PS,0.02980535509567706
IGAMD,0.003586316797600018
IGPDH,0.02980535509567706
IGPS,0.019230214239133563
ILEDHr,0.0
ILETA,0.03563202139163573
ILETRS,0.0
IMPC,-0.2668139959965416
IMPD,0.1555432960229758
INS2D,0.0
INSDH,0.0
IPDDI,0.022176365032680213
IPDPS,0.0945812543069506
IPMD,0.15691751430884388
IPPMIa,-0.15691751430884388
IPPMIb,-0.15691751430884388
IPPS,0.15691751430884388
ITPOCL,0.0
IVCOATA,0.01903451505428831
IZPN,0.0
KARA1,0.0
KARA1i,0.3206010369696412
KARA2,0.07195600556138468
KARI,0.0
KARI_23dhmb,0.0
KARI_23dhmp,0.0
KARI_3hmoa,0.0
KAS14,0.0
KYN,0.0
LACDHCYT,0.0
LALDD2,0.0
LAURAT,0.0
LCYB,0.0
LCYG,0.0
LDH_D,0.0
LEUTA,0.13788299925455558
LEUTRS,0.0
LFORKYNHYD,0.0
LHISTMT,0.0
LIPAMPL,0.0
LIPATPT,0.0
LIPOCT,3.122398956393265e-05
LIPOS,3.122398956393265e-05
LLEUDr,0.0
LPFPLT,0.0
LYS6MO,0.0
LYSDC,0.016705325510884803
LYSTRS,0.0
L_LACD4,0.0
MACCOAT,0.0
MACPD,0.0
MALEI,0.0
MALPYRISO,0.0
MALS,0.0
MALT,0.0
MALTATr,0.0
MALTHIK,-15.98604643164761
MAN1PPP,0.0
MAN1PT,0.0
MAN6PI,0.0
MBCOA2,0.0
MBCOA3,0.0
MBCOAi,0.0
MCCC,0.0
MCOALY,-16.134324929064267
MCPST,0.0
MCPST2,0.0
MCSNAH,0.0
MCTP1A,0.022255058998100194
MCTP1B,0.0
MCTP2A,0.0
MDDCP1,0.022255058998100194
MDDCP2,0.0
MDDCP3,0.022036466701065495
MDDCP4,0.022036466701065495
MDDCP5,0.0
MDDEP1,0.0
MDDEP2,0.0
MDDEP3,0.0
MDDEP4,0.0
MDH,-1.5258966000883412
ME1,0.0
ME2,15.045781267176412
MECDPDH2,0.20294309503752386
MECDPDH5_2,0.0
MECDPS,0.20294309503752386
MEPCT,0.20294309503752386
METAT,0.04727428139752328
METB1,0.0
METS,0.06777448734292885
METSOXR1,0.0
METSOXR2,0.0
METTRS,0.0
MGCH,0.0
MGLYXOX,0.0
MGSDGS,0.0
MHPGLUT,0.0
MI1PP,0.0
MI1PS,0.0
MI1PS2,0.004836576118139693
MI3PP,0.0012502593205396745
MLTG1,0.0
MLTG1e,0.0
MLTG2,0.0
MLTG2e,0.0
MLTG3,0.0
MLTG3e,0.0
MLTG4,0.0
MLTG4e,0.0
MLTG5,0.0
MLTG5e,0.0
MLTP1,0.0
MLTP2,0.0
MLTP3,0.0
MMCOAL,0.0
MME,0.0
MMM,0.0010922229976834258
MMSAD1,0.0
MMSAD3,0.0
MMSAD5,-0.0010922229976834258
MMTSAO,0.0010922229976834258
MMYSYN1,0.0
MNNH,0.0
MOADSUx,4.306711344077539e-05
MOCOS,2.1533556720387694e-05
MOGDS,2.1533556720387694e-05
MOHMT,0.002279489335327567
MPML,0.0
MPTAT,2.1533556720387694e-05
MPTG,0.04429152569916569
MPTG2,0.0
MPTS,2.1533556720387694e-05
MPTSS,4.306711344077539e-05
MSHS,0.003586316797600018
MSUCOADH,0.0
MTAM_nh4,0.0
MTAP,0.0
MTBUTEMO,0.0
MTHFC,0.507531878630151
MTHFD,0.507531878630151
MTHFR2,0.07157164231891874
MTHFR3_1,0.0
MTI,-0.0647232590845001
MTRI,0.0
MYCARSL,0.0
MYCFORM,0.0
NABTNO,0.0
NADDP,0.0
NADH10b,0.0
NADH2r,0.0
NADHXDH,0.0
NADHXE,0.0
NADK,0.0
NADPHQR4,0.0
NADPHXD,0.0
NADPHXE,0.0
NADS1,0.0
NADS2,0.0
NAMNPP,0.0
NCTPPRT,0.0
NDPK1,0.32593981441578834
NDPK2,-0.9271591373341785
NDPK3,0.41439274106911506
NDPK4,0.015803632285616674
NDPK5,0.01078191735373848
NDPK6,0.015803632285616674
NDPK7,0.01078191735373848
NDPK8,0.015803632285616674
NDPK9,0.0
NICMO,0.0
NMNAT,0.009950897381261436
NMNDA,0.0
NMNHYD,0.009950897381261436
NNAM,-0.009950897381261436
NNATr,0.0
NNDMBRT,5.5990644515461925e-06
NNDPR,0.009950897381261436
NODOx,0.0
NODOy,0.0
NOR_syn,0.0
NP1,-0.009945298316809889
NSHDDS,0.0
NT5C,0.009945298316809889
NTD10e,0.0
NTD11e,0.0
NTD12e,0.0
NTD1e,0.0
NTD2e,0.0
NTD3e,0.0
NTD4e,0.0
NTD5e,0.0
NTD6e,0.0
NTD7e,0.0
NTD8e,0.0
NTD9e,0.0
NTP10,0.0
NTP3,0.0
NTP5,0.0
NTPP1,0.0
NTPP10,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
O426ISO,0.0
OAADC,0.0
OCT,0.10629050443312188
OCTNLL,0.0
OCTSYN,0.0
OCTTT,0.020224218400649453
OGMEACPR,1.2174704759844697e-05
OGMEACPS2,1.2174704759844697e-05
OHCUS,0.0
OHPBAT,0.0
OIVD1r,0.0
OIVD2,0.0
OIVD3,0.0
OMCDC,0.15691751430884388
OMPDC,0.2154736643645035
OPHBDC,0.0
OPMEACPR,1.2174704759844697e-05
OPMEACPS,1.2174704759844697e-05
ORNTA,-0.14576856867258434
ORNTAC,0.0
ORPT,-0.2154736643645035
OXDHCOAT,0.0
OXOAEL,0.0
OXPTNDH,0.0
P2OLDH,0.0
P5CD,0.0
P5CR,0.08468974535114582
PAAT,0.0
PACCOAE,0.0
PACCOAL,0.0
PACPTc,0.0
PANTS,0.002279489335327567
PAPPT3,0.08858305139833138
PAPSR,0.0
PAPSR3,0.06990213670853368
PC,0.0
PC11M,5.5990644515461925e-06
PC6AR,5.5990644515461925e-06
PC6AS,5.5990644515461925e-06
PC6YM,5.5990644515461925e-06
PC8XM,5.5990644515461925e-06
PCFO,0.0
PCOATA,0.0010922229976834258
PCPpdsredO,0.0
PDH3,0.0
PDH4,0.0
PDHe3hr,0.0
PDX5POi,0.0
PENAM,0.0
PEPCK,0.0
PFK,0.0
PFK_2,0.0
PFK_3,0.0
PGAMT,-0.2578822685104619
PGCD,8.662792511871942
PGI,0.0
PGIA,-0.371630758104913
PGK,-13.10240371671702
PGL,0.0
PGLYCP,0.0
PGM,-4.439611204845079
