,fluxes
4HGLSD,0.0
4HPROOR,0.0
4HTHRS,0.0
4HXPUHBT,0.0
4HYBUT,0.0
4MBZDH,0.0
4NIPHOM,0.0
4PCP,0.0
4SBZADH,0.0
5OP3TCCL,0.0
6ADOFUT,0.0
6PHBG,0.0
AAAHYD,0.0
AACOATi,0.0
AAMYLe,0.0
AATA,0.0
AATC,0.0
ABPYRATA,0.0
ABTA,0.0
ABTDG,0.0
ABUTD,0.0
ACACT1r,0.0
ACACT2r,0.0
ACACT3r,0.0
ACACT4r,0.0
ACACT5r,0.0
ACACT6r,0.0
ACACT7r,0.0
ACACT8r,0.0
ACBIPGT,5.3315293180804245e-06
ACCAHh,0.0
ACCOAC,0.0
ACCOAC_1,0.5914103356588792
ACCS,0.0
ACETDH,0.0
ACGAMK,0.0
ACGK,0.0
ACGS,0.0
ACHBS,0.06851779553216944
ACITRULD,0.0
ACKr,0.0
ACLS,0.30528204181300383
ACM6PH,0.0
ACNMS,0.0
ACOAD1f,0.0
ACOAD2f,0.0
ACOAD3f,0.0
ACOAD4f,0.0
ACOAD5f,0.0
ACOAD6f,0.0
ACOAD7f,0.0
ACOAD8f,0.0
ACOAD9,0.0
ACOADH1,0.0
ACOATA,0.0
ACODA,0.0
ACON6LAT,0.0
ACONMT,0.0
ACONTa,0.4453647567978056
ACONTb,0.4453647567978056
ACOTA,0.0
ACPS1,0.0
ACPSact,0.0
ACPScda,0.0
ACPSpdscpk,0.0
ACPSredL,0.0
ACPSredN,0.0
ACPSredQ,0.0
ACPpds,0.0
ACPpdsact,0.0
ACPpdscda,0.0
ACPpdsredL,0.0
ACPpdsredN,0.0
ACPpdsredQ,0.0
ACS,0.0
ACS2,0.0
ACTCOALIG,0.06998235140451242
ACTS15,0.0
ADA,0.0
ADCL,0.01450928680864928
ADCPS1,0.0
ADCPS2,5.3315293180804245e-06
ADCS,0.01450928680864928
ADCYRS,5.3315293180804245e-06
ADK1,0.0
ADK2,0.0
ADK3,0.0
ADK4,0.0
ADNCYC,0.0
ADNK1,0.013327036180187614
ADOCBIK,0.0
ADOCBLS,5.3315293180804245e-06
ADOXFUTS,0.0
ADPRDP,0.0
ADPT,0.027527409041154416
ADPT2,0.0
ADSK,0.06656206487408721
ADSL1r,0.105953950751419
ADSL2r,0.22568386710625435
ADSS,0.105953950751419
AGDC,0.0
AGM4PCP,0.0
AGMDA,0.0
AGMT,0.0
AGPAT120,0.0
AGPAT140,0.0007060138008589974
AGPAT141,0.0
AGPAT150,0.00044020382404156606
AGPAT160,0.008070637841094335
AGPAT161,0.0020730365387772154
AGPAT170,0.0
AGPAT180,0.0
AGPAT181,0.0
AGPATai150,0.007629027615059026
AGPATai170,0.007011617139805839
AGPATi140,0.0015428229871360959
AGPATi150,0.004409773451381247
AGPATi160,0.008951748690174339
AGPATi170,0.0032621494244869406
AGPATi180,0.0
AGPR,0.0
AHCi,0.013332367709505693
AHMMPS_3,1.5860698484436936e-05
AHOPS,0.0
AHSERL2,0.06656206487408721
AICART,0.2540650593399885
AIRCr,0.22568386710625435
AKGDH,0.0
AKP1,0.0
ALAALAD,0.0
ALAALAr,0.08435036597673153
ALAD_L,5.927129506513536
ALAR,0.14651333410017314
ALATA_D2,0.0
ALATA_L,-6.33366607446374
ALATA_L2,0.0
ALATRS,0.0
ALBFLOLR,0.0
ALBFLOLS,0.0
ALBFLONR,0.0
ALBFLONS,0.0
ALCD19,6.9535918182187375
ALCD19y,0.0
ALCD2s,0.0
ALCD2x,0.0
ALCD2y,0.0
ALDD1,0.0
ALDD19xr,0.0
ALDD2x,0.0
ALDH,0.0
ALLTAMH2,0.0
ALLTN,0.0
ALPHNH,0.0
AM4PCP,0.0
AMALT1,0.0
AMALT2,0.0
AMALT3,0.0
AMALT4,0.0
AMAOTr,1.1592971634423733e-05
AMBACS,0.0
AMID,0.0
AMID3,0.0
AMID5,0.0
AMMQLT9,0.009628931250161604
AMMQT9,0.0
AMPTASECG,0.0
AMPTASEPG,0.0
ANPRT,0.018311353958534154
ANS,0.0
ANTDIOx,0.0
ANTDIOy,0.0
AOXSr2,1.1592971634423733e-05
APAT2r,0.0
APATT,0.0
APATc,0.0
APATr,0.0
APCS,0.0
APH120,0.0
APH140,0.0
APH141,0.0
APH150,0.0
APH160,0.0
APH161,0.0
APH170,0.0
APH180,0.0
APH181,0.0
APHai150,0.0
APHai170,0.0
APHi140,0.0
APHi150,0.0
APHi160,0.0
APHi170,0.0
APHi180,0.0
APRAUR,0.004544525608168545
ARAT,0.0
ARGDr,0.0
ARGSL,0.10121171947971662
ARGSS,0.10121171947971662
ARGTRS,0.0
ASAD,-0.2671927504138381
ASCISOs,0.0
ASP1DC,0.002170570517043155
ASPCT,0.20517787726417883
ASPK,0.2671927504138381
ASPO,0.0004278605369434804
ASPO1,0.0
ASPO3,0.0
ASPO5,0.0
ASPO6,0.0
ASPO6_2,0.0
ASPT,-0.4164552904409044
ASPTA,-0.5911659882203273
ASPTRS,0.0
ASR,0.0
ATAH,0.0
ATNS_nh4,0.018311353958534154
ATPPRT,0.028381192233734195
BACCL,0.0
BACCL2,0.0
BCOADH,0.0
BCOATA,0.02566140837731531
BDH,0.0
BETALDHx,0.0
BETALDHy,0.0
BFBP,0.0
BGLA,0.0
BMMCOAL,0.0
BMOCOS,0.0
BMOGDS1,0.0
BMOGDS2,0.0
BPNT,0.06656206487408721
BSUZCOAD,0.0
BTNC,0.5914103356588792
BTS5,1.1592971634423733e-05
BUPN,0.0
BUTCOAL,0.0
BWCOGDS1,0.0
BWCOGDS2,0.0
BWCOS,0.0
BZDH,0.0
C7AHXDH,0.0
CADHX,0.0
CARBMODH,1.5860698484436936e-05
CARNMOx,0.0
CARNMOy,0.0
CARNOX,0.0
CAT,0.0
CBIAT,0.0
CBLAT,0.0
CBPS,0.0
CCCR,0.0
CDAS17,0.0
CDAS3,0.0
CDAS5x,0.0
CDAS5y,0.0
CDAS6,0.0
CDAS7,0.0
CDAS9x,0.0
CDAS9y,0.0
CDPMEK,0.19324604502377976
CHO43OR,0.0
CHOLD,0.0
CHOLD2,0.0
CHOLOX,0.0
CHORDH,0.0
CHORM,0.056384452607704784
CHORS,0.10846295587521142
CIGAMS,0.0034149550011071256
CINNDOX,0.0
CITCIa2,0.05315944204066675
CITCIb,0.05315944204066675
CITL,0.0
CITMS,0.05315944204066675
CLADHAL,0.0
CLPNS120,0.0
CLPNS140,-6.89136976934081e-05
CLPNS141,0.0
CLPNS150,-4.2895260809162185e-05
CLPNS160,-0.0007847723125086065
CLPNS161,-0.00020181868610212372
CLPNS170,0.0
CLPNS180,0.0
CLPNS181,0.0
CLPNSII120,0.0
CLPNSII140,0.0001378273953868162
CLPNSII141,0.0
CLPNSII150,8.579052161832437e-05
CLPNSII160,0.001569544625017213
CLPNSII161,0.00040363737220424744
CLPNSII170,0.0
CLPNSII180,0.0
CLPNSII181,0.0
CLPNSIIai150,0.0014837541033988887
CLPNSIIai170,0.001364209933930732
CLPNSIIi140,0.0002995636246672638
CLPNSIIi150,0.0008579052161832437
CLPNSIIi160,0.0017411256682538618
CLPNSIIi170,0.0006342872991781032
CLPNSIIi180,0.0
CLPNSai150,-0.0007418770516994444
CLPNSai170,-0.000682104966965366
CLPNSi140,-0.0001497818123336319
CLPNSi150,-0.00042895260809162184
CLPNSi160,-0.0008705628341269309
CLPNSi170,-0.0003171436495890516
CLPNSi180,0.0
CMCMSAD,0.0
CMLDC,0.0
CMPA,0.0
COCHL,5.3315293180804245e-06
CPC6R,0.0
CPC8MM,0.0
CPMPS,2.0504637867776396e-05
CPPPGO2,8.934942186349108e-05
CREATDA,0.0
CS,0.4453647567978056
CSND,0.0
CTECOAI6,0.0
CTECOAI7,0.0
CTECOAI8,0.0
CTPGNAC,0.0
CTPS1,0.14541493414305975
CTPS2,0.0
CUMALDH,0.0
CYANST,0.0
CYCHEXDH,0.0
CYCHEXMO,0.0
CYCHEX_2,0.0
CYCOADH,0.0
CYO1ab,0.0
CYO2b,52.914656723053376
CYRDAAT,5.3315293180804245e-06
CYRDAS,0.0
CYSBLY,0.0
CYSDS,0.0
CYSS,0.0
CYSTGL,0.015358353491502691
CYSTL,0.0
CYSTRS,0.0
CYSTS,0.015358353491502691
CYT5MONP,0.0
CYTD,0.0
CYTDK1,0.0
CYTDK2,0.0
CYTK1,0.4048589146103299
CYTK2,0.0
D5KGK,0.0
DABAACT,0.0
DABAAT,0.0
DADA,0.0
DADK,0.0
DAPDC,0.0404488245410462
DAPE,0.12479919051777771
DARGO,0.0
DASYN120,0.0
DASYN140,0.00040223097021050444
DASYN141,0.0
DASYN150,0.0002510427558831295
DASYN160,0.004598231318542812
DASYN161,0.001181377674744139
DASYN170,0.0
DASYN180,0.0
DASYN181,0.0
DASYNai150,0.0043464853616628114
DASYNai170,0.003994884863227056
DASYNi140,0.0008782980450925176
DASYNi150,0.0025125371618219096
DASYNi160,0.005100316830309071
DASYNi170,0.0018585602347314042
DASYNi180,0.0
DB4PS,0.00908905121633709
DBTS,1.1592971634423733e-05
DCH,0.0
DCPEPFU,0.0
DCTPD,0.0
DCTPD2,0.0
DCYCHEX,0.0
DCYTD,0.0
DDALLO,0.0
DDGALK,0.0
DDGLK,0.0
DDPA,0.10846295587521142
DDPGA,0.0
DGI,0.0
DGK1,0.0
DGLYHRED,0.0
DHACOAH,0.0
DHAD1,0.30528204181300383
DHAD2,0.06851779553216944
DHAPT,0.0
DHDPRy,0.12479919051777771
DHDPS,0.12479919051777771
DHFS,0.01450928680864928
DHICONF,0.0
DHNANT4,0.019257862500323207
DHNAS,0.0
DHNPA2r,0.01450928680864928
DHNPTE,0.0
DHORD4,0.0
DHORD5,0.20517787726417883
DHORTS,-0.20517787726417883
DHPD,0.0
DHPPDA2,0.004544525608168545
DHPS,0.01450928680864928
DHPS2,0.0
DHQS,0.10846295587521142
DHQTi,0.10846295587521142
DHYDTHYM,0.0
DIFRNLY,0.0
DIOP5OR,0.0
DMATT,0.02111673144029224
DMETMO,0.0
DMPPS,0.0
DNADDP,0.0
DORNO,0.0
DPCOAK,0.002170570517043155
DPCOX,0.0
DPMSYN,0.0
DPROLORED,0.0
DRBK,0.0
DRIB2FUR,0.0
DRIBPA,0.0
DRPA,0.0
DTARTD,0.0
DTDPG4E,0.0
DTMPK,0.01504850133305034
DURIPP,0.0
DUTPDP,0.01504850133305034
DX5PGLYCPL,0.0
DXFUTOR,0.0
DXPRIi,0.19324604502377976
DXPS,0.1932619057222642
DXYLK,0.0
E4PD,0.0
EAR100x,0.0
EAR100y,0.020734584593753384
EAR110x,0.0010400342743728946
EAR110y,0.0
EAR120x,0.020734584593753384
EAR120y,0.0
EAR121x,0.004897091742213205
EAR121y,0.0
EAR130x,0.0010400342743728946
EAR130y,0.0
EAR140x,0.020734584593753384
EAR140y,0.0
EAR141x,0.004897091742213205
EAR141y,0.0
EAR150x,0.0010400342743729651
EAR150y,0.0
EAR160x,0.019066591829174157
EAR160y,0.0
EAR161x,0.004897091742213205
EAR161y,0.0
EAR170x,0.0
EAR170y,0.0
EAR180x,0.0
EAR180y,0.0
EAR181x,0.0
EAR181y,0.0
EAR40x,0.0
EAR40y,0.0
EAR50x,0.0010400342743728946
EAR50y,0.0
EAR60x,0.0
EAR60y,0.02566140837731531
EAR70x,0.0
EAR70y,0.0010400342743728946
EAR80x,0.02566140837731531
EAR80y,0.0
EAR90x,0.0010400342743728946
EAR90y,0.0
EARai110x,0.03458834743311902
EARai110y,0.0
EARai130x,0.03458834743311902
EARai130y,0.0
EARai150x,0.03458834743311902
EARai150y,0.0
EARai170x,0.01656460268230532
EARai170y,0.0
EARai70x,0.03458834743311902
EARai70y,0.0
EARai90x,0.03458834743311902
EARai90y,0.0
EARi100x,0.024793460747695742
EARi100y,0.0
EARi110x,0.018125005694363202
EARi110y,0.0
EARi120x,0.024793460747695742
EARi120y,0.0
EARi130x,0.018125005694363202
EARi130y,0.0
EARi140x,0.024793460747695742
EARi140y,0.0
EARi150x,0.018125005694363202
EARi150y,0.0
EARi160x,0.021148066779913828
EARi160y,0.0
EARi170x,0.007707082925711764
EARi170y,0.0
EARi180x,0.0
EARi180y,0.0
EARi60x,0.0
EARi60y,0.024793460747695742
EARi70x,0.0
EARi70y,0.018125005694363202
EARi80x,0.024793460747695742
EARi80y,0.0
EARi90x,0.018125005694363202
EARi90y,0.0
ECOAH1,0.0
ECOAH12,0.0
ECOAH2,0.0
ECOAH3,0.0
ECOAH4,0.0
ECOAH5,0.0
ECOAH6,0.0
ECOAH7,0.0
ECOAH8,0.0
ECOAH9ir,0.0
ECTH,0.0
ECTS,0.0
EDA,0.0
EGMEACPR,1.1592971634423733e-05
EHGLAT,0.0
EIZOO,0.0
EMCCCM,0.0
EME,0.0
EN6LNOR,0.0
ENO,4.227477198083227
EPIZSYN,0.0
EPMEACPR,1.1592971634423733e-05
ERTHMMOR,-0.05315944204066675
FACOAE100,0.0
FACOAE120,0.0
FACOAE140,0.0
FACOAE141,0.0
FACOAE160,0.0
FACOAE161,0.0
FACOAE180,0.0
FACOAE181,0.0
FACOAE60,0.0
FACOAE80,0.0
FACOAL100,0.0
FACOAL120,0.0
FACOAL140,0.0
FACOAL141,0.0
FACOAL160,0.0
FACOAL161,0.0
FACOAL180,0.0
FACOAL181,0.0
FACOAL60,0.0
FACOAL80,0.0
FADRx2,0.0
FALDH2,0.0
FALDH3,0.0
FANH,0.0
FARNDPPS,0.0
FBA,0.0
FBA2,6.9535918182187375
FBA3,0.0
FBA_1,0.0
FBP,0.0
FCLPA,0.0
FCLT,8.934942186349108e-05
FEROXCYC,0.0
FEROXG1S,0.0
FKYNH,0.0
FLVR,0.0
FMETTRS,0.0
FMNAT,0.00011083150911691888
FMNRx,0.0
FMNRx2,0.015063472341633537
FORGLUIH,0.0
FRD8,0.0
FRTT,0.019257862500323207
FRU6PE4P,0.0
FRUK,0.0
FTHFCL_1,0.0
FTHFD,0.0
FUM,0.0
FUMAC,0.0
FUMAH,0.0
FUTH,0.0
G1Dx,0.0
G1PACT,0.2455601086708214
G1SAT,0.0
G3PD,0.0
G3PD2,6.718717059655678
G3PD5,0.0
G3PD6,0.0
G5SAT,0.0
G5SD,0.21944652869169878
G6PBDH,0.0
G6PDA,0.0
G6PDH1b,-2.7032769547536093
G6PDH2r,2.7032769547536093
G6PI,0.0
GABTA,0.0
GADECARB,0.0
GALKr,0.0
GALM1,-0.35387345501794343
GALM2,0.0
GALT,-1.3185491083486667
GALUi,0.0
GAPD,13.240856991381987
GARFT,0.2256997278047388
GCCc,0.0
GCGBGE,0.0
GCGUAIDH,0.0
GCL,0.0
GDPDPK,0.0
GDPTPDP,0.0
GEOSMS,0.0
GERDH,0.0
GF4GL_0,0.0
GF4GL_1,0.0
GF6PTA,0.2455601086708214
GGGABADH,0.0
GGHCSH,0.0
GGLACOX,0.0
GGLUPUT,0.0
GGTT,0.019257862500323207
GHMT2r,8.906087051079266
GK1i,0.14811644011788763
GK2i,0.0
GLBRAN2,0.0
GLCATr,0.0
GLCP,0.0
GLCP2,0.0
GLDBRAN2,0.0
GLNS,0.7726638003146673
GLNTRS,0.0
GLU5K,0.21944652869169878
GLUAAT,0.0
GLUDC,0.0
GLUDxi,0.0
GLUDyi,0.0
GLUKB,0.35387345501794343
GLUN,0.0
GLUPRT,0.2256997278047388
GLUR,0.0
GLUSx,0.0
GLUSy,0.0
GLUTCOADHc,0.0
GLUTPAT,0.0
GLUTRR,0.0
GLUTRS,0.0
GLXCL,0.0
GLYALDDr,0.0
GLYAT,0.0
GLYCDx,0.0
GLYCK,0.0
GLYCK2,0.0
GLYCL,-8.33380749501451
GLYCTD,0.0
GLYCTO1,1.1592971634423733e-05
GLYCTO2,0.0
GLYCTO3,0.0
GLYDHD,0.0
GLYK,6.949302995338818
GLYO1,0.0
GLYOX,0.0
GLYTRS,0.0
GMAND,0.0
GMGGDCAP,0.0
GMPS,0.0
GMPS2,0.0
GND,0.0
GND2,0.0
GNK,0.0
GPDDA1,0.0
GPDDA1e,0.0
GPDDA2,0.0
GPDDA2e,0.0
GPDDA3,0.0
GPDDA3e,0.0
GPDDA4,0.0
GPDDA4e,0.0
GPDDA5,0.0
GPDDA5e,0.0
GRMCRDS,0.0
GRMCROS,0.0
GRTT,0.02111673144029224
GSMNSYN,0.0
GTHPi,0.0
GTHRDH,0.0
GTPCI,0.01450928680864928
GTPCII2,0.004544525608168545
GTPCIII2,0.0
GTPDPDP,0.0
GTPDPK,0.0
GUACYC,0.0
GUAPRT,0.14811110858856955
GUDBUTNAH,0.0
GUL14LACDH,0.0
GUL5DH,0.0
HACD1,0.0
HACD2,0.0
HACD3,0.0
HACD4,0.0
HACD5,0.0
HACD6,0.0
HACD7,0.0
HACD8,0.0
HACD9,0.0
HADPCOADH3,0.0
HBADAS,5.3315293180804245e-06
HBCOA3E,0.0
HBCO_nadp,0.0
HBZOPT,0.0
HCO3E,0.5914103356588792
HCSUCT,0.0
HCYSMT,0.0
HDXSQLS,0.0
HEMEAS,6.528447734855423e-05
HEMEOS,6.528447734855423e-05
HEPTT,0.019257862500323207
HERCOX,0.0
HEX1,0.0
HEX7,0.6309040817945093
HEXHYD,0.0
HEXTT,0.019257862500323207
HGNTOR,0.0
HISNH4L,0.0
HISTD,0.028381192233734195
HISTDa,0.0
HISTDb,0.0
HISTP,0.028381192233734195
HISTRS,0.0
HKYNH,0.0
HMBS,0.0019192765777640817
HMGL,0.0
HMPK1,0.0
HMPK2,0.0
HMPK3,0.0
HMPK4,0.0
HMSD,0.0
HOPNTAL3,0.0
HOXPR2,0.0
HPHL,0.0
HPPK2,0.0
HPROb,0.0
HPYRI,0.0
HPYRRx,0.0
HPYRRy,0.0
HSDxi,0.0
HSDy,-0.14239355989606034
HSK,0.07583149502197314
HSTPT,0.028381192233734195
HURH,0.0
HXAND,0.0
HXPRT,0.0
I3PYRMO,0.0
IACGAMS2,0.0034149550011071256
IBCOAQ9R,0.0
IBCOATA,0.024793460747695742
IBTMr,0.02566140837731531
ICDHyr,0.4453647567978056
ICL,0.0
ICYSDS,5.686997421998973e-05
IDPS2,0.10318408295097771
IG3PS,0.028381192233734195
IGAMD,0.0034149550011071256
IGPDH,0.028381192233734195
IGPS,0.018311353958534154
ILEDHr,0.0
ILETA,0.03392944809905042
ILETRS,0.0
IMPC,-0.2540650593399885
IMPD,0.14811110858856955
INS2D,0.0
INSDH,0.0
IPDDI,0.02111673144029224
IPDPS,0.09006196207280207
IPMD,0.14941966382024305
IPPMIa,-0.14941966382024305
IPPMIb,-0.14941966382024305
IPPS,0.14941966382024305
ITPOCL,0.0
IVCOATA,0.018125005694363202
IZPN,0.0
KARA1,0.0
KARA1i,0.30528204181300383
KARA2,0.06851779553216944
KARI,0.0
KARI_23dhmb,0.0
KARI_23dhmp,0.0
KARI_3hmoa,0.0
KAS14,0.0
KYN,0.0
LACDHCYT,0.0
LALDD2,0.0
LAURAT,0.0
LCYB,0.0
LCYG,0.0
LDH_D,0.0
LEUTA,0.13129465812587987
LEUTRS,0.0
LFORKYNHYD,0.0
LHISTMT,0.0
LIPAMPL,0.0
LIPATPT,0.0
LIPOCT,2.9732041348724367e-05
LIPOS,2.9732041348724367e-05
LLEUDr,0.0
LPFPLT,0.0
LYS6MO,0.0
LYSDC,0.015907109750230457
LYSTRS,0.0
L_LACD4,0.0
MACCOAT,0.0
MACPD,0.0
MALEI,0.0
MALPYRISO,0.0
MALS,0.0
MALT,0.0
MALTATr,0.0
MALTHIK,-16.75122697962932
MAN1PPP,0.0
MAN1PT,0.0
MAN6PI,0.0
MBCOA2,0.0
MBCOA3,0.0
MBCOAi,0.0
MCCC,0.0
MCOALY,-16.89242041704358
MCPST,0.0
MCPST2,0.0
MCSNAH,0.0
MCTP1A,0.021191665241719865
MCTP1B,0.0
MCTP2A,0.0
MDDCP1,0.021191665241719865
MDDCP2,0.0
MDDCP3,0.020983517746645895
MDDCP4,0.020983517746645895
MDDCP5,0.0
MDDEP1,0.0
MDDEP2,0.0
MDDEP3,0.0
MDDEP4,0.0
MDH,-1.036530745018133
ME1,0.0
ME2,15.855889672025448
MECDPDH2,0.19324604502377976
MECDPDH5_2,0.0
MECDPS,0.19324604502377976
MEPCT,0.19324604502377976
METAT,0.045015416315216175
METB1,0.0
METS,0.0645360790920902
METSOXR1,0.0
METSOXR2,0.0
METTRS,0.0
MGCH,0.0
MGLYXOX,0.0
MGSDGS,0.0
MHPGLUT,0.0
MI1PP,0.0
MI1PS,0.0
MI1PS2,0.004605474288810594
MI3PP,0.0011905192877034686
MLTG1,0.0
MLTG1e,0.0
MLTG2,0.0
MLTG2e,0.0
MLTG3,0.0
MLTG3e,0.0
MLTG4,0.0
MLTG4e,0.0
MLTG5,0.0
MLTG5e,0.0
MLTP1,0.0
MLTP2,0.0
MLTP3,0.0
MMCOAL,0.0
MME,0.0
MMM,0.0010400342743728946
MMSAD1,0.0
MMSAD3,0.0
MMSAD5,-0.0010400342743728946
MMTSAO,0.0010400342743728946
MMYSYN1,0.0
MNNH,0.0
MOADSUx,4.100927573555279e-05
MOCOS,2.0504637867776396e-05
MOGDS,2.0504637867776396e-05
MOHMT,0.002170570517043155
MPML,0.0
MPTAT,2.0504637867776396e-05
MPTG,0.04217518298836576
MPTG2,0.0
MPTS,2.0504637867776396e-05
MPTSS,4.100927573555279e-05
MSHS,0.0034149550011071256
MSUCOADH,0.0
MTAM_nh4,0.0
MTAP,0.0
MTBUTEMO,0.0
MTHFC,0.4832809327692843
MTHFD,0.4832809327692843
MTHFR2,0.06815179797780414
MTHFR3_1,0.0
MTI,-0.061630644968809864
MTRI,0.0
MYCARSL,0.0
MYCFORM,0.0
NABTNO,0.0
NADDP,0.0
NADH10b,0.0
NADH2r,0.0
NADHXDH,0.0
NADHXE,0.0
NADK,0.0
NADPHQR4,0.0
NADPHXD,0.0
NADPHXE,0.0
NADS1,0.0
NADS2,0.0
NAMNPP,0.0
NCTPPRT,0.0
NDPK1,0.3103657211890698
NDPK2,-0.8828575141437262
NDPK3,0.3945921800560059
NDPK4,0.01504850133305034
NDPK5,0.010266734554324065
NDPK6,0.01504850133305034
NDPK7,0.010266734554324065
NDPK8,0.01504850133305034
NDPK9,0.0
NICMO,0.0
NMNAT,0.009475422472544362
NMNDA,0.0
NMNHYD,0.009475422472544362
NNAM,-0.009475422472544362
NNATr,0.0
NNDMBRT,5.3315293180804245e-06
NNDPR,0.009475422472544362
NODOx,0.0
NODOy,0.0
NOR_syn,0.0
NP1,-0.009470090943226282
NSHDDS,0.0
NT5C,0.009470090943226282
NTD10e,0.0
NTD11e,0.0
NTD12e,0.0
NTD1e,0.0
NTD2e,0.0
NTD3e,0.0
NTD4e,0.0
NTD5e,0.0
NTD6e,0.0
NTD7e,0.0
NTD8e,0.0
NTD9e,0.0
NTP10,0.0
NTP3,0.0
NTP5,0.0
NTPP1,0.0
NTPP10,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
O426ISO,0.0
OAADC,0.0
OCT,0.10121171947971662
OCTNLL,0.0
OCTSYN,0.0
OCTTT,0.019257862500323207
OGMEACPR,1.1592971634423733e-05
OGMEACPS2,1.1592971634423733e-05
OHCUS,0.0
OHPBAT,0.0
OIVD1r,0.0
OIVD2,0.0
OIVD3,0.0
OMCDC,0.14941966382024305
OMPDC,0.20517787726417883
OPHBDC,0.0
OPMEACPR,1.1592971634423733e-05
OPMEACPS,1.1592971634423733e-05
ORNTA,-0.13880343837047388
ORNTAC,0.0
ORPT,-0.20517787726417883
OXDHCOAT,0.0
OXOAEL,0.0
OXPTNDH,0.0
P2OLDH,0.0
P5CD,0.0
P5CR,0.08064309032122492
PAAT,0.0
PACCOAE,0.0
PACCOAL,0.0
PACPTc,0.0
PANTS,0.002170570517043155
PAPPT3,0.08435036597673153
PAPSR,0.0
PAPSR3,0.06656206487408721
PC,0.0
PC11M,5.3315293180804245e-06
PC6AR,5.3315293180804245e-06
PC6AS,5.3315293180804245e-06
PC6YM,5.3315293180804245e-06
PC8XM,5.3315293180804245e-06
PCFO,0.0
PCOATA,0.0010400342743728946
PCPpdsredO,0.0
PDH3,0.0
PDH4,0.0
PDHe3hr,0.0
PDX5POi,0.0
PENAM,0.0
PEPCK,0.0
PFK,0.0
PFK_2,0.0
PFK_3,0.0
PGAMT,-0.2455601086708214
PGCD,9.01337979329876
PGI,0.0
PGIA,0.0
PGK,-13.240856991381987
PGL,0.0
PGLYCP,0.0
